mark,model,pokolenie,car_type,год выпуска,Цена,Пробег,Цвет,"Выбросы CO2, г/км",Высота,"Диаметр цилиндра и ход поршня, мм",Длина,Задние тормоза,Класс автомобиля,Клиренс,Количество дверей,Количество мест,Количество передач,Количество цилиндров,Колёсная база,Коробка,Коробка передач,"Максимальная мощность, л.с./кВт при об/мин","Максимальная скорость, км/ч","Максимальный крутящий момент, Н*м при об/мин",Марка топлива,Мощность,Объем,"Объем багажника мин/макс, л","Объем двигателя, см³","Объём топливного бака, л",Передние тормоза,"Полная масса, кг",Привод,Разгон,"Разгон до 100 км/ч, с",Размер колёс,Расположение двигателя,Расположение цилиндров,Расход,"Расход топлива, л город/трасса/смешанный",Система питания двигателя,"Снаряженная масса, кг",Степень сжатия,Страна марки,Тип двигателя,Тип задней подвески,Тип наддува,Тип передней подвески,Тип привода,Топливо,Число клапанов на цилиндр,Ширина,Ширина задней колеи,Ширина передней колеи,Экологический класс,Оценка безопасности,Название рейтинга
Honda ,Prelude ,V 1996 – 2001 ,Купе ,1997,285 000 ₽,252000,чёрный,nan,1315,85 × 88,4545,дисковые,C,140,2,4,4,4,2585,автомат,автомат,133 / 97 при 5300,201,179 при 5000,АИ-95,133 л.с.,2.0 л,284,1997,60,дисковые вентилируемые,1540,передний,10.8 с,10.8,195/65/R14,"переднее, поперечное",рядное,nan,nan,распределенный впрыск (многоточечный),1240,9.5,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1750,1515,1525,nan,nan,nan
Honda ,Prelude ,V 1996 – 2001 ,Купе ,1997,330 000 ₽,243000,красный,nan,1315,85 × 88,4545,дисковые,C,140,2,4,5,4,2585,механика,механика,133 / 97 при 5300,201,179 при 5000,АИ-95,133 л.с.,2.0 л,284,1997,60,дисковые вентилируемые,1540,передний,9.2 с,9.2,195/65/R14,"переднее, поперечное",рядное,nan,nan,распределенный впрыск (многоточечный),1240,9.5,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1750,1515,1525,nan,nan,nan
Honda ,Prelude ,V 1996 – 2001 ,Купе ,1998,380 000 ₽,440000,красный,nan,1315,87 × 90.7,4545,дисковые,C,145,2,4,5,4,2585,механика,механика,200 / 147 при 7100,228,210 при 5800,АИ-95,200 л.с.,2.2 л,284,2157,60,дисковые вентилируемые,1700,передний,6.9 с,6.9,205/50/R16,"переднее, поперечное",рядное,nan,nan,распределенный впрыск (многоточечный),1320,11,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1750,1515,1525,nan,nan,nan
Honda ,Prelude ,V 1996 – 2001 ,Купе ,1997,490 000 ₽,198573,чёрный,nan,1315,87 × 90.7,4545,дисковые,C,140,2,4,5,4,2585,механика,механика,185 / 136 при 7000,228,206 при 5300,АИ-95,185 л.с.,2.2 л,284,2157,60,дисковые вентилируемые,1740,передний,7.5 с,7.5,205/50/R16,"переднее, поперечное",рядное,nan,nan,распределенный впрыск (многоточечный),1340,10,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1750,1515,1525,nan,nan,nan
Honda ,Prelude ,V 1996 – 2001 ,Купе ,1997,380 000 ₽,254000,чёрный,nan,1315,87 × 90.7,4545,дисковые,C,140,2,4,5,4,2585,механика,механика,185 / 136 при 7000,228,206 при 5300,АИ-95,185 л.с.,2.2 л,284,2157,60,дисковые вентилируемые,1740,передний,7.5 с,7.5,205/50/R16,"переднее, поперечное",рядное,nan,nan,распределенный впрыск (многоточечный),1340,10,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1750,1515,1525,nan,nan,nan
Honda ,Prelude ,V 1996 – 2001 ,Купе ,1997,310 000 ₽,275000,синий,nan,1315,87 × 90.7,4545,дисковые,C,140,2,4,4,4,2585,автомат,автомат,185 / 136 при 7000,223,206 при 5300,АИ-95,185 л.с.,2.2 л,284,2157,60,дисковые вентилируемые,1740,передний,9 с,9,205/50/R16,"переднее, поперечное",рядное,nan,nan,распределенный впрыск (многоточечный),1340,10,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1750,1515,1525,nan,nan,nan
Honda ,Prelude ,V 1996 – 2001 ,Купе ,1998,199 999 ₽,115000,фиолетовый,nan,1315,87 × 90.7,4545,дисковые,C,140,2,4,4,4,2585,автомат,автомат,200 / 162 при 7200,227,221 при 6500,АИ-95,200 л.с.,2.2 л,284,2157,60,дисковые вентилируемые,1690,передний,8.1 с,8.1,205/50/R16,"переднее, поперечное",рядное,9.3 л,11.7/8.7/9.3,распределенный впрыск (многоточечный),1310,11,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1750,1515,1525,nan,nan,nan
Honda ,Prelude ,V 1996 – 2001 ,Купе ,1997,350 000 ₽,317000,чёрный,nan,1315,87 × 90.7,4545,дисковые,C,145,2,4,5,4,2585,механика,механика,200 / 147 при 7100,228,210 при 5800,АИ-95,200 л.с.,2.2 л,284,2157,60,дисковые вентилируемые,1700,передний,6.9 с,6.9,205/50/R16,"переднее, поперечное",рядное,nan,nan,распределенный впрыск (многоточечный),1320,11,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1750,1515,1525,nan,nan,nan
Honda ,Prelude ,V 1996 – 2001 ,Купе ,1997,400 000 ₽,325000,красный,nan,1315,85 × 88,4545,дисковые,C,140,2,4,4,4,2585,автомат,автомат,133 / 97 при 5300,201,179 при 5000,АИ-95,133 л.с.,2.0 л,284,1997,60,дисковые вентилируемые,1540,передний,10.8 с,10.8,195/65/R14,"переднее, поперечное",рядное,nan,nan,распределенный впрыск (многоточечный),1240,9.5,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1750,1515,1525,nan,nan,nan
Honda ,Prelude ,V 1996 – 2001 ,Купе ,1998,130 000 ₽,192000,серебристый,nan,1315,87 × 90.7,4545,дисковые,C,140,2,4,5,4,2585,механика,механика,185 / 136 при 7000,228,206 при 5300,АИ-95,185 л.с.,2.2 л,284,2157,60,дисковые вентилируемые,1740,передний,7.5 с,7.5,205/50/R16,"переднее, поперечное",рядное,nan,nan,распределенный впрыск (многоточечный),1340,10,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1750,1515,1525,nan,nan,nan
Honda ,Prelude ,V 1996 – 2001 ,Купе ,2001,310 000 ₽,112000,чёрный,nan,1315,87 × 90.7,4545,дисковые,C,140,2,4,5,4,2585,механика,механика,220 / 162 при 7200,243,220 при 6500,АИ-95,220 л.с.,2.2 л,284,2157,60,дисковые вентилируемые,nan,передний,6.9 с,6.9,205/50/R16,"переднее, поперечное",рядное,8.6 л,nan,распределенный впрыск (многоточечный),1310,11,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1750,1515,1525,nan,nan,nan
Honda ,Prelude ,V 1996 – 2001 ,Купе ,1997,200 000 ₽,200000,серый,nan,1315,85 × 88,4545,дисковые,C,140,2,4,4,4,2585,автомат,автомат,133 / 97 при 5300,201,179 при 5000,АИ-95,133 л.с.,2.0 л,284,1997,60,дисковые вентилируемые,1540,передний,10.8 с,10.8,195/65/R14,"переднее, поперечное",рядное,nan,nan,распределенный впрыск (многоточечный),1240,9.5,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1750,1515,1525,nan,nan,nan
