mark,model,pokolenie,car_type,год выпуска,Цена,Пробег,Цвет,"Выбросы CO2, г/км",Высота,"Диаметр цилиндра и ход поршня, мм",Длина,Задние тормоза,Класс автомобиля,Клиренс,Количество дверей,Количество мест,Количество передач,Количество цилиндров,Колёсная база,Коробка,Коробка передач,"Максимальная мощность, л.с./кВт при об/мин","Максимальная скорость, км/ч","Максимальный крутящий момент, Н*м при об/мин",Марка топлива,Мощность,Объем,"Объем багажника мин/макс, л","Объем двигателя, см³","Объём топливного бака, л",Передние тормоза,"Полная масса, кг",Привод,Разгон,"Разгон до 100 км/ч, с",Размер колёс,Расположение двигателя,Расположение цилиндров,Расход,"Расход топлива, л город/трасса/смешанный",Система питания двигателя,"Снаряженная масса, кг",Степень сжатия,Страна марки,Тип двигателя,Тип задней подвески,Тип наддува,Тип передней подвески,Тип привода,Топливо,Число клапанов на цилиндр,Ширина,Ширина задней колеи,Ширина передней колеи,Экологический класс,Оценка безопасности,Название рейтинга
Porsche ,911 ,V (996) Рестайлинг 2000 – 2005 ,Кабриолет ,2004,2 900 000 ₽,27000,синий,nan,1295,96 × 82.8,4435,дисковые вентилируемые,S,100,2,4,5,6,2350,автомат,автомат,320 / 235 при 6800,280,370 при 4250,АИ-95,320 л.с.,3.6 л,100,3596,64,дисковые вентилируемые,1915,полный,5.7 с,5.7,nan,заднее,оппозитное,11.9 л,18.1/8.7/11.9,распределенный впрыск (многоточечный),1540,11.3,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1830,1528,1472,nan,nan,nan
Porsche ,911 ,V (996) Рестайлинг 2000 – 2005 ,Кабриолет ,2004,2 500 000 ₽,137000,чёрный,nan,1295,96 × 82.8,4435,дисковые вентилируемые,S,100,2,4,6,6,2350,механика,механика,320 / 235 при 6800,280,370 при 4250,АИ-98,320 л.с.,3.6 л,100,3596,64,дисковые вентилируемые,2020,полный,5.3 с,5.3,225/40/R18  295/30/R18,"переднее, продольное",оппозитное,11.4 л,16.3/8.5/11.4,распределенный впрыск (многоточечный),1620,11.3,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-98,4,1830,1528,1472,nan,nan,nan
Isuzu ,VehiCross ,1997 – 2001 ,Внедорожник 3 дв. ,2000,750 000 ₽,157000,чёрный,nan,1700,93.4 × 77,4130,дисковые вентилируемые,J,195,3,4,4,6,2330,автомат,автомат,215 / 158 при 5600,nan,284 при 3000,АИ-92,215 л.с.,3.2 л,393/1426,3165,85,дисковые вентилируемые,nan,полный,nan,nan,nan,"переднее, поперечное",V-образное,12.8 л,nan,распределенный впрыск (многоточечный),1750,9.4,Япония,бензин,"зависимая, пружинная",нет,"независимая, торсионная",полный,АИ-92,4,1790,1520,1515,nan,nan,nan
Isuzu ,VehiCross ,1997 – 2001 ,Внедорожник 3 дв. ,2001,785 000 ₽,165000,жёлтый,nan,1700,93.4 × 85,4130,дисковые,J,190,3,4,4,6,2330,автомат,автомат,215 / 158 при 5400,180,312 при 3000,АИ-95,215 л.с.,3.5 л,393/1426,3494,85,дисковые вентилируемые,2110,полный,9 с,9,245/70/R16,"переднее, продольное",V-образное,14.7 л,15.7/12.4/14.7,распределенный впрыск (многоточечный),1795,9.1,Япония,бензин,"независимая, пружинная",нет,"независимая, торсионная",полный,АИ-95,4,1790,1520,1515,nan,nan,nan
ZX ,Landmark ,I 2005 – 2009 ,Внедорожник 5 дв. ,2007,230 000 ₽,350000,чёрный,nan,1830,86.5 × 100,4768,барабанные,J,202,5,5,5,4,2850,механика,механика,126 / 93 при 5200,140,193 при 3000,АИ-95,126 л.с.,2.4 л,-,2351,nan,дисковые,2235,полный,nan,nan,235/70/R16,"переднее, продольное",рядное,13 л,nan,распределенный впрыск (многоточечный),1780,9.5,Китай,бензин,"зависимая, рессорная",нет,"независимая, пружинная",полный,АИ-95,4,1780,1477,1472,Euro 2,nan,nan
ZX ,Landmark ,I 2005 – 2009 ,Внедорожник 5 дв. ,2007,230 000 ₽,244000,чёрный,nan,1830,86.5 × 100,4768,барабанные,J,202,5,5,5,4,2850,механика,механика,126 / 93 при 5200,140,193 при 3000,АИ-95,126 л.с.,2.4 л,-,2351,nan,дисковые,2235,полный,nan,nan,235/70/R16,"переднее, продольное",рядное,13 л,nan,распределенный впрыск (многоточечный),1780,9.5,Китай,бензин,"зависимая, рессорная",нет,"независимая, пружинная",полный,АИ-95,4,1780,1477,1472,Euro 2,nan,nan
Opel ,Vectra ,C 2002 – 2005 ,Седан ,2003,199 000 ₽,193093,чёрный,nan,1460,80.5 × 88.2,4596,дисковые,D,140,4,5,5,4,2700,механика,механика,122 / 90 при 5600,205,167 при 3800,АИ-95,122 л.с.,1.8 л,500/1050,1796,61,дисковые вентилируемые,1870,передний,11.2 с,11.2,195/65/R15,"переднее, поперечное",рядное,7.9 л,10.8/5.9/7.9,распределенный впрыск (многоточечный),1320,10.5,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1798,1525,1536,nan,4 / 5,EuroNCAP
Opel ,Vectra ,C 2002 – 2005 ,Седан ,2003,220 000 ₽,262833,чёрный,nan,1460,86 × 94.6,4596,дисковые,D,140,4,5,5,4,2700,автомат,автомат,147 / 108 при 5600,210,203 при 4000,АИ-95,147 л.с.,2.2 л,500/1050,2198,61,дисковые вентилируемые,1930,передний,10.8 с,10.8,215/55/R16,"переднее, поперечное",рядное,8.6 л,11.9/6.7/8.6,распределенный впрыск (многоточечный),1380,10,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1798,1525,1536,nan,4 / 5,EuroNCAP
Opel ,Vectra ,C 2002 – 2005 ,Седан ,2004,205 000 ₽,235000,синий,nan,1460,80.5 × 88.2,4596,дисковые,D,140,4,5,5,4,2700,механика,механика,122 / 90 при 5600,205,167 при 3800,АИ-95,122 л.с.,1.8 л,500/1050,1796,61,дисковые вентилируемые,1870,передний,11.2 с,11.2,195/65/R15,"переднее, поперечное",рядное,7.9 л,10.8/5.9/7.9,распределенный впрыск (многоточечный),1320,10.5,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1798,1525,1536,nan,4 / 5,EuroNCAP
Opel ,Vectra ,C 2002 – 2005 ,Седан ,2003,195 000 ₽,255000,серебристый,nan,1460,80.5 × 88.2,4596,дисковые,D,140,4,5,5,4,2700,механика,механика,122 / 90 при 5600,205,167 при 3800,АИ-95,122 л.с.,1.8 л,500/1050,1796,61,дисковые вентилируемые,1870,передний,11.2 с,11.2,195/65/R15,"переднее, поперечное",рядное,7.9 л,10.8/5.9/7.9,распределенный впрыск (многоточечный),1320,10.5,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1798,1525,1536,nan,4 / 5,EuroNCAP
