mark,model,pokolenie,car_type,год выпуска,Цена,Пробег,Цвет,"Выбросы CO2, г/км",Высота,"Диаметр цилиндра и ход поршня, мм",Длина,Задние тормоза,Класс автомобиля,Клиренс,Количество дверей,Количество мест,Количество передач,Количество цилиндров,Колёсная база,Коробка,Коробка передач,"Максимальная мощность, л.с./кВт при об/мин","Максимальная скорость, км/ч","Максимальный крутящий момент, Н*м при об/мин",Марка топлива,Мощность,Объем,"Объем багажника мин/макс, л","Объем двигателя, см³","Объём топливного бака, л",Передние тормоза,"Полная масса, кг",Привод,Разгон,"Разгон до 100 км/ч, с",Размер колёс,Расположение двигателя,Расположение цилиндров,Расход,"Расход топлива, л город/трасса/смешанный",Система питания двигателя,"Снаряженная масса, кг",Степень сжатия,Страна марки,Тип двигателя,Тип задней подвески,Тип наддува,Тип передней подвески,Тип привода,Топливо,Число клапанов на цилиндр,Ширина,Ширина задней колеи,Ширина передней колеи,Экологический класс,Оценка безопасности,Название рейтинга
BMW ,1 серии ,I (E81/E82/E87/E88) 2004 – 2007 ,Хэтчбек 5 дв. ,2006,420 000 ₽,210000,серый,nan,1430,-,4227,дисковые,C,145,5,5,5,4,2660,автомат,автомат,150 / 110 при 6200,214,200 при 3600,АИ-95,150 л.с.,2.0 л,330/1150,1995,50,дисковые вентилируемые,1760,задний,9.2 с,9.2,195/55/R16,"переднее, продольное",рядное,6.5 л,9.1/5.2/6.5,распределенный впрыск (многоточечный),1335,nan,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1751,1497,1484,nan,5 / 5,EuroNCAP
BMW ,1 серии ,I (E81/E82/E87/E88) 2004 – 2007 ,Хэтчбек 5 дв. ,2005,360 000 ₽,237800,серебристый,nan,1430,-,4227,дисковые,C,145,5,5,6,4,2660,автомат,автомат,129 / 95 при 5750,204,180 при 3250,АИ-95,129 л.с.,2.0 л,330/1150,1995,50,дисковые вентилируемые,1750,задний,10.1 с,10.1,195/55/R16,"переднее, продольное",рядное,7.3 л,10.1/5.6/7.3,распределенный впрыск (многоточечный),1235,nan,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1751,1497,1484,nan,5 / 5,EuroNCAP
BMW ,1 серии ,I (E81/E82/E87/E88) 2004 – 2007 ,Хэтчбек 5 дв. ,2006,359 000 ₽,192000,коричневый,nan,1430,-,4227,дисковые,C,145,5,5,6,4,2660,механика,механика,115 / 85 при 6000,201,150 при 4300,АИ-95,115 л.с.,1.6 л,330/1150,1596,50,дисковые вентилируемые,1705,задний,10.8 с,10.8,195/55/R16,"переднее, продольное",рядное,7.5 л,10.5/5.9/7.5,распределенный впрыск (многоточечный),1280,nan,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1751,1497,1484,nan,5 / 5,EuroNCAP
BMW ,1 серии ,I (E81/E82/E87/E88) 2004 – 2007 ,Хэтчбек 5 дв. ,2006,565 000 ₽,120000,серый,nan,1430,-,4227,дисковые,C,145,5,5,6,6,2660,автомат,автомат,265 / 195 при 6600,250,315 при 2750,АИ-95,265 л.с.,3.0 л,330/1150,2996,50,дисковые вентилируемые,1890,задний,6.1 с,6.1,205/50/R17,"переднее, продольное",рядное,9.4 л,13.9/6.8/9.4,распределенный впрыск (многоточечный),1365,nan,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1751,1497,1484,nan,5 / 5,EuroNCAP
BMW ,1 серии ,I (E81/E82/E87/E88) 2004 – 2007 ,Хэтчбек 5 дв. ,2005,550 000 ₽,131000,серебристый,nan,1430,-,4227,дисковые,C,145,5,5,5,4,2660,автомат,автомат,150 / 110 при 6200,214,200 при 3600,АИ-95,150 л.с.,2.0 л,330/1150,1995,50,дисковые вентилируемые,1760,задний,9.2 с,9.2,195/55/R16,"переднее, продольное",рядное,6.5 л,9.1/5.2/6.5,распределенный впрыск (многоточечный),1335,nan,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1751,1497,1484,nan,5 / 5,EuroNCAP
BMW ,1 серии ,I (E81/E82/E87/E88) 2004 – 2007 ,Хэтчбек 5 дв. ,2005,465 000 ₽,120000,серый,nan,1430,-,4227,дисковые,C,145,5,5,6,4,2660,механика,механика,115 / 85 при 6000,201,150 при 4300,АИ-95,115 л.с.,1.6 л,330/1150,1596,50,дисковые вентилируемые,1705,задний,10.8 с,10.8,195/55/R16,"переднее, продольное",рядное,7.5 л,10.5/5.9/7.5,распределенный впрыск (многоточечный),1280,nan,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1751,1497,1484,nan,5 / 5,EuroNCAP
BMW ,1 серии ,I (E81/E82/E87/E88) 2004 – 2007 ,Хэтчбек 5 дв. ,2005,420 000 ₽,211873,чёрный,nan,1430,-,4227,дисковые,C,145,5,5,6,4,2660,механика,механика,115 / 85 при 6000,201,150 при 4300,АИ-95,115 л.с.,1.6 л,330/1150,1596,50,дисковые вентилируемые,1705,задний,10.8 с,10.8,195/55/R16,"переднее, продольное",рядное,7.5 л,10.5/5.9/7.5,распределенный впрыск (многоточечный),1280,nan,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1751,1497,1484,nan,5 / 5,EuroNCAP
BMW ,1 серии ,I (E81/E82/E87/E88) 2004 – 2007 ,Хэтчбек 5 дв. ,2006,440 000 ₽,148000,красный,nan,1430,-,4227,дисковые,C,145,5,5,6,4,2660,автомат,автомат,129 / 95 при 5750,204,180 при 3250,АИ-95,129 л.с.,2.0 л,330/1150,1995,50,дисковые вентилируемые,1750,задний,10.1 с,10.1,195/55/R16,"переднее, продольное",рядное,7.3 л,10.1/5.6/7.3,распределенный впрыск (многоточечный),1235,nan,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1751,1497,1484,nan,5 / 5,EuroNCAP
BMW ,1 серии ,I (E81/E82/E87/E88) 2004 – 2007 ,Хэтчбек 5 дв. ,2005,370 000 ₽,223000,серый,nan,1430,-,4227,дисковые,C,145,5,5,6,4,2660,механика,механика,115 / 85 при 6000,201,150 при 4300,АИ-95,115 л.с.,1.6 л,330/1150,1596,50,дисковые вентилируемые,1705,задний,10.8 с,10.8,195/55/R16,"переднее, продольное",рядное,7.5 л,10.5/5.9/7.5,распределенный впрыск (многоточечный),1280,nan,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1751,1497,1484,nan,5 / 5,EuroNCAP
BMW ,1 серии ,I (E81/E82/E87/E88) 2004 – 2007 ,Хэтчбек 5 дв. ,2005,349 000 ₽,230000,серый,nan,1430,-,4227,дисковые,C,145,5,5,6,4,2660,механика,механика,115 / 85 при 6000,201,150 при 4300,АИ-95,115 л.с.,1.6 л,330/1150,1596,50,дисковые вентилируемые,1705,задний,10.8 с,10.8,195/55/R16,"переднее, продольное",рядное,7.5 л,10.5/5.9/7.5,распределенный впрыск (многоточечный),1280,nan,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1751,1497,1484,nan,5 / 5,EuroNCAP
