mark,model,pokolenie,car_type,год выпуска,Цена,Пробег,Цвет,"Выбросы CO2, г/км",Высота,"Диаметр цилиндра и ход поршня, мм",Длина,Задние тормоза,Класс автомобиля,Клиренс,Количество дверей,Количество мест,Количество передач,Количество цилиндров,Колёсная база,Коробка,Коробка передач,"Максимальная мощность, л.с./кВт при об/мин","Максимальная скорость, км/ч","Максимальный крутящий момент, Н*м при об/мин",Марка топлива,Мощность,Объем,"Объем багажника мин/макс, л","Объем двигателя, см³","Объём топливного бака, л",Передние тормоза,"Полная масса, кг",Привод,Разгон,"Разгон до 100 км/ч, с",Размер колёс,Расположение двигателя,Расположение цилиндров,Расход,"Расход топлива, л город/трасса/смешанный",Система питания двигателя,"Снаряженная масса, кг",Степень сжатия,Страна марки,Тип двигателя,Тип задней подвески,Тип наддува,Тип передней подвески,Тип привода,Топливо,Число клапанов на цилиндр,Ширина,Ширина задней колеи,Ширина передней колеи,Экологический класс,Оценка безопасности,Название рейтинга
Mercedes-Benz ,R-Класс ,I Рестайлинг 2007 – 2010 ,Минивэн ,2009,830 000 ₽,224120,бежевый,nan,1661,83 × 92,5157,дисковые,M,150,5,7,7,6,3215,автомат,автомат,224 / 165 при 3800,222,510 при 1600,ДТ,224 л.с.,3.0 л,324/2385,2987,80,дисковые,2895,полный,8.8 с,8.8,235/65/R17,"переднее, продольное",V-образное,9.3 л,12.3/7.7/9.3,nan,2200,18,Германия,дизель,"независимая, пружинная",турбонаддув,"независимая, пружинная",полный,ДТ,4,1922,1658,1665,Euro 4,nan,nan
Mercedes-Benz ,R-Класс ,I Рестайлинг 2007 – 2010 ,Минивэн ,2008,1 500 000 ₽,160000,красный,nan,1661,98 × 90.5,5157,дисковые вентилируемые,M,150,5,7,7,8,3215,автомат,автомат,388 / 285 при 6000,245,530 при 2800,АИ-95,388 л.с.,5.5 л,324/2385,5461,80,дисковые,2895,полный,7 с,7,255/55/R18,"переднее, продольное",V-образное,13.3 л,18.7/10.2/13.3,распределенный впрыск (многоточечный),2170,10.7,Германия,бензин,"независимая, пневмоэлемент",нет,"независимая, пружинная",полный,АИ-95,4,1922,1658,1665,Euro 4,nan,nan
Mercedes-Benz ,R-Класс ,I Рестайлинг 2007 – 2010 ,Минивэн ,2008,750 000 ₽,210000,серебристый,nan,1661,83 × 92,5157,дисковые,M,150,5,7,7,6,3215,автомат,автомат,224 / 165 при 3800,222,510 при 1600,ДТ,224 л.с.,3.0 л,324/2385,2987,80,дисковые,2895,полный,8.8 с,8.8,235/65/R17,"переднее, продольное",V-образное,9.3 л,12.3/7.7/9.3,nan,2200,18,Германия,дизель,"независимая, пружинная",турбонаддув,"независимая, пружинная",полный,ДТ,4,1922,1658,1665,Euro 4,nan,nan
Mercedes-Benz ,R-Класс ,I Рестайлинг 2007 – 2010 ,Минивэн ,2008,820 000 ₽,175900,золотистый,233,1661,-,5157,дисковые,M,170,5,7,7,6,3215,автомат,автомат,272 / 200 при 6000,230,350 при 2400 – 5000,АИ-98,272 л.с.,3.5 л,324/2385,3498,80,дисковые,2860,полный,8.4 с,8.4,255/55/R18,"переднее, продольное",V-образное,11.5 л,15.6/9.1/11.5,непосредственный впрыск (прямой),2230,10.7,Германия,бензин,"независимая, пружинная",турбонаддув,"независимая, пружинная",полный,АИ-98,4,1922,1658,1665,Euro 5,nan,nan
Mercedes-Benz ,R-Класс ,I Рестайлинг 2007 – 2010 ,Минивэн ,2008,950 000 ₽,133000,бежевый,233,1661,-,5157,дисковые,M,170,5,7,7,6,3215,автомат,автомат,272 / 200 при 6000,230,350 при 2400 – 5000,АИ-98,272 л.с.,3.5 л,324/2385,3498,80,дисковые,2860,полный,8.4 с,8.4,255/55/R18,"переднее, продольное",V-образное,11.5 л,15.6/9.1/11.5,непосредственный впрыск (прямой),2230,10.7,Германия,бензин,"независимая, пружинная",турбонаддув,"независимая, пружинная",полный,АИ-98,4,1922,1658,1665,Euro 5,nan,nan
Mercedes-Benz ,R-Класс ,I Рестайлинг 2007 – 2010 ,Минивэн ,2008,750 000 ₽,150000,чёрный,233,1661,-,5157,дисковые,M,170,5,7,7,6,3215,автомат,автомат,272 / 200 при 6000,230,350 при 2400 – 5000,АИ-98,272 л.с.,3.5 л,324/2385,3498,80,дисковые,2860,полный,8.4 с,8.4,255/55/R18,"переднее, продольное",V-образное,11.5 л,15.6/9.1/11.5,непосредственный впрыск (прямой),2230,10.7,Германия,бензин,"независимая, пружинная",турбонаддув,"независимая, пружинная",полный,АИ-98,4,1922,1658,1665,Euro 5,nan,nan
Mercedes-Benz ,R-Класс ,I Рестайлинг 2007 – 2010 ,Минивэн ,2007,650 000 ₽,222897,чёрный,233,1661,-,5157,дисковые,M,170,5,7,7,6,3215,автомат,автомат,272 / 200 при 6000,230,350 при 2400 – 5000,АИ-98,272 л.с.,3.5 л,324/2385,3498,80,дисковые,2860,полный,8.4 с,8.4,255/55/R18,"переднее, продольное",V-образное,11.5 л,15.6/9.1/11.5,непосредственный впрыск (прямой),2230,10.7,Германия,бензин,"независимая, пружинная",турбонаддув,"независимая, пружинная",полный,АИ-98,4,1922,1658,1665,Euro 5,nan,nan
Mitsubishi ,L200 ,III 1996 – 2006 ,Пикап Двойная кабина ,2006,550 000 ₽,271620,чёрный,nan,1800,91.1 × 95,5010,барабанные,J,235,4,5,5,4,2960,механика,механика,100 / 74 при 4000,142,240 при 2000,ДТ,100 л.с.,2.5 л,-,2477,75,дисковые вентилируемые,2835,полный,nan,nan,205/80/R16,"переднее, продольное",рядное,nan,nan,nan,1810,21,Япония,дизель,"зависимая, рессорная",турбонаддув,"независимая, пружинная",полный,ДТ,2,1775,1480,1465,nan,nan,nan
Mitsubishi ,L200 ,III 1996 – 2006 ,Пикап Двойная кабина ,2005,360 000 ₽,330000,оранжевый,nan,1800,91.1 × 95,5010,барабанные,J,235,4,5,5,4,2960,механика,механика,100 / 74 при 4000,142,240 при 2000,ДТ,100 л.с.,2.5 л,-,2477,75,дисковые вентилируемые,2835,полный,nan,nan,205/80/R16,"переднее, продольное",рядное,nan,nan,nan,1810,21,Япония,дизель,"зависимая, рессорная",турбонаддув,"независимая, пружинная",полный,ДТ,2,1775,1480,1465,nan,nan,nan
Mitsubishi ,L200 ,III 1996 – 2006 ,Пикап Двойная кабина ,2006,460 000 ₽,274000,чёрный,nan,1800,-,5010,барабанные,J,235,4,5,5,4,2960,механика,механика,115 / 85 при 4000,152,240 при 2000,ДТ,115 л.с.,2.5 л,-,2477,75,дисковые вентилируемые,2830,полный,nan,nan,205/80/R16,"переднее, продольное",рядное,nan,nan,nan,1795,nan,Япония,дизель,"зависимая, рессорная",турбонаддув,"независимая, пружинная",полный,ДТ,2,1775,1480,1465,nan,nan,nan
