mark,model,pokolenie,car_type,год выпуска,Цена,Пробег,Цвет,"Выбросы CO2, г/км",Высота,"Диаметр цилиндра и ход поршня, мм",Длина,Задние тормоза,Класс автомобиля,Клиренс,Количество дверей,Количество мест,Количество передач,Количество цилиндров,Колёсная база,Коробка,Коробка передач,"Максимальная мощность, л.с./кВт при об/мин","Максимальная скорость, км/ч","Максимальный крутящий момент, Н*м при об/мин",Марка топлива,Мощность,Объем,"Объем багажника мин/макс, л","Объем двигателя, см³","Объём топливного бака, л",Передние тормоза,"Полная масса, кг",Привод,Разгон,"Разгон до 100 км/ч, с",Размер колёс,Расположение двигателя,Расположение цилиндров,Расход,"Расход топлива, л город/трасса/смешанный",Система питания двигателя,"Снаряженная масса, кг",Степень сжатия,Страна марки,Тип двигателя,Тип задней подвески,Тип наддува,Тип передней подвески,Тип привода,Топливо,Число клапанов на цилиндр,Ширина,Ширина задней колеи,Ширина передней колеи,Экологический класс,Оценка безопасности,Название рейтинга
Citroen ,C-Elysee ,I 2012 – 2016 ,Седан ,2013,370 000 ₽,52459,серебристый,124,1466,75 × 90.5,4427,барабанные,B,140,4,5,5,3,2652,механика,механика,72 / 53 при 5500,160,110 при 3000,АИ-95,72 л.с.,1.2 л,506,1199,50,дисковые вентилируемые,1459,передний,15.1 с,15.1,185/65/R15  195/55/R16,"переднее, поперечное",рядное,5.3 л,7/4.3/5.3,распределенный впрыск (многоточечный),1055,11,Франция,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1748,1478,1501,nan,3 / 5,EuroNCAP
Citroen ,C-Elysee ,I 2012 – 2016 ,Седан ,2013,410 000 ₽,102000,серебристый,151,1466,78.5 × 82,4427,барабанные,B,140,4,5,5,4,2652,механика,механика,115 / 85 при 6050,188,150 при 4000,АИ-95,115 л.с.,1.6 л,506,1587,50,дисковые вентилируемые,1524,передний,10.3 с,10.3,185/65/R15  195/55/R16,"переднее, поперечное",рядное,6.5 л,8.8/5.3/6.5,распределенный впрыск (многоточечный),1165,11,Франция,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1748,1478,1501,nan,3 / 5,EuroNCAP
Citroen ,C-Elysee ,I 2012 – 2016 ,Седан ,2014,420 000 ₽,29000,серебристый,124,1466,75 × 90.5,4427,барабанные,B,140,4,5,5,3,2652,механика,механика,72 / 53 при 5500,160,110 при 3000,АИ-95,72 л.с.,1.2 л,506,1199,50,дисковые вентилируемые,1459,передний,15.1 с,15.1,185/65/R15  195/55/R16,"переднее, поперечное",рядное,5.3 л,7/4.3/5.3,распределенный впрыск (многоточечный),1055,11,Франция,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1748,1478,1501,nan,3 / 5,EuroNCAP
Citroen ,C-Elysee ,I 2012 – 2016 ,Седан ,2014,272 272 ₽,200000,жёлтый,124,1466,75 × 90.5,4427,барабанные,B,140,4,5,5,3,2652,механика,механика,72 / 53 при 5500,160,110 при 3000,АИ-95,72 л.с.,1.2 л,506,1199,50,дисковые вентилируемые,1459,передний,15.1 с,15.1,185/65/R15  195/55/R16,"переднее, поперечное",рядное,5.3 л,7/4.3/5.3,распределенный впрыск (многоточечный),1055,11,Франция,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1748,1478,1501,nan,3 / 5,EuroNCAP
Citroen ,C-Elysee ,I 2012 – 2016 ,Седан ,2013,325 000 ₽,142912,серый,124,1466,75 × 90.5,4427,барабанные,B,140,4,5,5,3,2652,механика,механика,72 / 53 при 5500,160,110 при 3000,АИ-95,72 л.с.,1.2 л,506,1199,50,дисковые вентилируемые,1459,передний,15.1 с,15.1,185/65/R15  195/55/R16,"переднее, поперечное",рядное,5.3 л,7/4.3/5.3,распределенный впрыск (многоточечный),1055,11,Франция,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1748,1478,1501,nan,3 / 5,EuroNCAP
Citroen ,C-Elysee ,I 2012 – 2016 ,Седан ,2013,450 000 ₽,116000,голубой,168,1466,78.5 × 82,4427,барабанные,B,140,4,5,4,4,2652,автомат,автомат,115 / 85 при 6050,188,150 при 4000,АИ-95,115 л.с.,1.6 л,506,1587,50,дисковые вентилируемые,1559,передний,11.8 с,11.8,185/65/R15  195/55/R16,"переднее, поперечное",рядное,7.3 л,10/5.6/7.3,распределенный впрыск (многоточечный),1165,11,Франция,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1748,1478,1501,nan,3 / 5,EuroNCAP
Citroen ,C-Elysee ,I 2012 – 2016 ,Седан ,2013,399 000 ₽,94000,серый,124,1466,75 × 90.5,4427,барабанные,B,140,4,5,5,3,2652,механика,механика,72 / 53 при 5500,160,110 при 3000,АИ-95,72 л.с.,1.2 л,506,1199,50,дисковые вентилируемые,1459,передний,15.1 с,15.1,185/65/R15  195/55/R16,"переднее, поперечное",рядное,5.3 л,7/4.3/5.3,распределенный впрыск (многоточечный),1055,11,Франция,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1748,1478,1501,nan,3 / 5,EuroNCAP
Citroen ,C-Elysee ,I 2012 – 2016 ,Седан ,2014,320 000 ₽,167000,серебристый,119,1466,75 × 90.5,4427,барабанные,B,140,4,5,5,3,2652,робот,робот,72 / 53 при 5500,160,110 при 3000,АИ-95,72 л.с.,1.2 л,506,1199,50,дисковые вентилируемые,1467,передний,16.3 с,16.3,185/65/R15  195/55/R16,"переднее, поперечное",рядное,5.2 л,6.3/4.6/5.2,распределенный впрыск (многоточечный),1055,11,Франция,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1748,1478,1501,nan,3 / 5,EuroNCAP
Citroen ,C-Elysee ,I 2012 – 2016 ,Седан ,2014,260 000 ₽,216000,серый,151,1466,78.5 × 82,4427,барабанные,B,140,4,5,5,4,2652,механика,механика,115 / 85 при 6050,188,150 при 4000,АИ-95,115 л.с.,1.6 л,506,1587,50,дисковые вентилируемые,1524,передний,10.3 с,10.3,185/65/R15  195/55/R16,"переднее, поперечное",рядное,6.5 л,8.8/5.3/6.5,распределенный впрыск (многоточечный),1165,11,Франция,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1748,1478,1501,nan,3 / 5,EuroNCAP
Citroen ,C-Elysee ,I 2012 – 2016 ,Седан ,2014,500 000 ₽,60000,синий,151,1466,78.5 × 82,4427,барабанные,B,140,4,5,5,4,2652,механика,механика,115 / 85 при 6050,188,150 при 4000,АИ-95,115 л.с.,1.6 л,506,1587,50,дисковые вентилируемые,1524,передний,10.3 с,10.3,185/65/R15  195/55/R16,"переднее, поперечное",рядное,6.5 л,8.8/5.3/6.5,распределенный впрыск (многоточечный),1165,11,Франция,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1748,1478,1501,nan,3 / 5,EuroNCAP
